x, y
0.4304537959396839, -0.8149369992315769
0.4388119992800057, -0.9403109857812524
0.4388119992800057, -0.8149369992315769
0.5641879993490875, -0.8149369992315769
0.5641879993490875, -0.8149369978345931
0.56418800028041, -0.8149369992315769
0.6895619886927307, -0.8149369992315769
0.5641879993490875, -0.8044891669414937
0.5641879993490875, -0.6895619994029403
0.6799178463406861, -0.6895619994029403
0.6895619994029403, -0.8149369875900447
0.6895619994029403, -0.6895620003342628
0.6895619886927307, -0.6895619994029403
0.6895619994029403, -0.6895619994029403
0.6895619994029403, -0.6895619984716177
0.6895620003342628, -0.6895619994029403
0.8149379878304899, -0.6895619994029403
0.6895619994029403, -0.679917698726058
0.6895619994029403, -0.5834746789187193
0.8149379994720221, -0.6895619984716177
0.8149379994720221, -0.5641870000399649
0.8149379868991673, -0.5641869991086423
0.8149379994720221, -0.5641869991086423
0.8149379994720221, -0.4388119992800057
0.9403129857964814, -0.4388119992800057
0.8149379994720221, -0.4304536711424589
0.8149379994720221, -0.3803036967292428
0.9403129993006587, -0.4388119992800057
0.9403129993006587, -0.3134370003826916
0.9403129857964814, -0.31343699945136905
0.9403129993006587, -0.31343699945136905
0.9403129993006587, -0.1880620000883937
0.9403129857964814, -0.1880619991570711
0.9403129993006587, -0.1880619991570711
0.9403129993006587, -0.06268690014258027
0.9403129857964814, -0.0626868992112577
0.9403129993006587, -0.0626868992112577
0.9403129993006587, 0.06268809922039509
0.9403129857964814, 0.06268810015171766
0.9403129993006587, 0.06268810015171766
0.9403129993006587, 0.18806299939751625
0.9403129857964814, 0.18806300032883883
0.9403129993006587, 0.18806300032883883
0.9403129993006587, 0.3134379992261529
0.9403129857964814, 0.31343800015747547
0.9403129993006587, 0.31343800015747547
0.9403129993006587, 0.43881299858912826
0.8232962498441339, 0.3217963338829577
0.8149379994720221, 0.32239335123449564
0.8149379994720221, 0.4388130004517734
0.940312986727804, 0.4388130004517734
0.8149379994720221, 0.4477683515287936
0.8149379994720221, 0.5641879993490875
0.8149379878304899, 0.56418800028041
0.8149379994720221, 0.56418800028041
0.8149379994720221, 0.6895629987120628
0.6895619994029403, 0.6089641875587404
